WOJ,WOJEWÓDZTWO,IMIĘ_DRUGIE,PŁEĆ,LICZBA_WYSTĄPIEŃ
24,ŚLĄSKIE,HANNA,KOBIETA,135
24,ŚLĄSKIE,MAJA,KOBIETA,130
24,ŚLĄSKIE,KLARA,KOBIETA,127
24,ŚLĄSKIE,AMELIA,KOBIETA,120
24,ŚLĄSKIE,JADWIGA,KOBIETA,119
24,ŚLĄSKIE,ANASTAZJA,KOBIETA,117
24,ŚLĄSKIE,RÓŻA,KOBIETA,116
24,ŚLĄSKIE,DOROTA,KOBIETA,112
24,ŚLĄSKIE,PATRYCJA,KOBIETA,108
24,ŚLĄSKIE,AGATA,KOBIETA,104
24,ŚLĄSKIE,BEATA,KOBIETA,100
24,ŚLĄSKIE,JUSTYNA,KOBIETA,100
24,ŚLĄSKIE,KLAUDIA,KOBIETA,98
24,ŚLĄSKIE,LENA,KOBIETA,97
24,ŚLĄSKIE,MICHALINA,KOBIETA,97
24,ŚLĄSKIE,KINGA,KOBIETA,94
24,ŚLĄSKIE,IZABELA,KOBIETA,92
24,ŚLĄSKIE,DANUTA,KOBIETA,90
24,ŚLĄSKIE,MARTYNA,KOBIETA,88
24,ŚLĄSKIE,DOMINIKA,KOBIETA,86
24,ŚLĄSKIE,SYLWIA,KOBIETA,86
24,ŚLĄSKIE,IRENA,KOBIETA,85
24,ŚLĄSKIE,RITA,KOBIETA,82
24,ŚLĄSKIE,URSZULA,KOBIETA,81
24,ŚLĄSKIE,GABRIELA,KOBIETA,79
24,ŚLĄSKIE,JANINA,KOBIETA,79
24,ŚLĄSKIE,ANIELA,KOBIETA,78
24,ŚLĄSKIE,LIDIA,KOBIETA,68
24,ŚLĄSKIE,MARIANNA,KOBIETA,64
24,ŚLĄSKIE,IWONA,KOBIETA,63
24,ŚLĄSKIE,WANDA,KOBIETA,63
24,ŚLĄSKIE,JOLANTA,KOBIETA,61
24,ŚLĄSKIE,LILIANA,KOBIETA,59
24,ŚLĄSKIE,KAMILA,KOBIETA,58
24,ŚLĄSKIE,HALINA,KOBIETA,57
24,ŚLĄSKIE,NADIA,KOBIETA,57
24,ŚLĄSKIE,JAGODA,KOBIETA,53
24,ŚLĄSKIE,EWELINA,KOBIETA,50
24,ŚLĄSKIE,MATYLDA,KOBIETA,50
24,ŚLĄSKIE,MILENA,KOBIETA,50
24,ŚLĄSKIE,POLA,KOBIETA,50
24,ŚLĄSKIE,MARCELINA,KOBIETA,49
24,ŚLĄSKIE,KORNELIA,KOBIETA,47
24,ŚLĄSKIE,GRAŻYNA,KOBIETA,46
24,ŚLĄSKIE,IGA,KOBIETA,46
24,ŚLĄSKIE,STEFANIA,KOBIETA,46
24,ŚLĄSKIE,BOŻENA,KOBIETA,42
24,ŚLĄSKIE,MARZENA,KOBIETA,41
24,ŚLĄSKIE,SANDRA,KOBIETA,41
24,ŚLĄSKIE,DARIA,KOBIETA,40
24,ŚLĄSKIE,ROZALIA,KOBIETA,40
24,ŚLĄSKIE,RENATA,KOBIETA,39
24,ŚLĄSKIE,BLANKA,KOBIETA,38
24,ŚLĄSKIE,ANETA,KOBIETA,36
24,ŚLĄSKIE,FAUSTYNA,KOBIETA,36
24,ŚLĄSKIE,SABINA,KOBIETA,36
24,ŚLĄSKIE,SARA,KOBIETA,34
24,ŚLĄSKIE,CECYLIA,KOBIETA,32
24,ŚLĄSKIE,OLGA,KOBIETA,32
24,ŚLĄSKIE,ANGELIKA,KOBIETA,31
24,ŚLĄSKIE,AURELIA,KOBIETA,27
24,ŚLĄSKIE,ILONA,KOBIETA,27
24,ŚLĄSKIE,STANISŁAWA,KOBIETA,27
24,ŚLĄSKIE,LILIANNA,KOBIETA,25
24,ŚLĄSKIE,NIKOLA,KOBIETA,25
24,ŚLĄSKIE,ADRIANNA,KOBIETA,24
24,ŚLĄSKIE,DAGMARA,KOBIETA,24
24,ŚLĄSKIE,MIA,KOBIETA,23
24,ŚLĄSKIE,ALINA,KOBIETA,22
24,ŚLĄSKIE,ELIZA,KOBIETA,22
24,ŚLĄSKIE,NELA,KOBIETA,22
24,ŚLĄSKIE,SONIA,KOBIETA,22
24,ŚLĄSKIE,JÓZEFA,KOBIETA,21
24,ŚLĄSKIE,LUCYNA,KOBIETA,21
24,ŚLĄSKIE,FRANCISZKA,KOBIETA,20
24,ŚLĄSKIE,NINA,KOBIETA,20
24,ŚLĄSKIE,DIANA,KOBIETA,19
24,ŚLĄSKIE,EDYTA,KOBIETA,19
24,ŚLĄSKIE,BERNADETA,KOBIETA,18
24,ŚLĄSKIE,JÓZEFINA,KOBIETA,18
24,ŚLĄSKIE,LIWIA,KOBIETA,17
24,ŚLĄSKIE,MAGDA,KOBIETA,17
24,ŚLĄSKIE,MARIOLA,KOBIETA,16
24,ŚLĄSKIE,GAJA,KOBIETA,15
24,ŚLĄSKIE,LUIZA,KOBIETA,15
24,ŚLĄSKIE,MARLENA,KOBIETA,15
24,ŚLĄSKIE,WIOLETTA,KOBIETA,15
24,ŚLĄSKIE,ESTERA,KOBIETA,14
24,ŚLĄSKIE,JUDYTA,KOBIETA,14
24,ŚLĄSKIE,KAJA,KOBIETA,14
24,ŚLĄSKIE,REGINA,KOBIETA,14
24,ŚLĄSKIE,APOLONIA,KOBIETA,13
24,ŚLĄSKIE,ROKSANA,KOBIETA,13
24,ŚLĄSKIE,WIESŁAWA,KOBIETA,13
24,ŚLĄSKIE,KARINA,KOBIETA,12
24,ŚLĄSKIE,LEA,KOBIETA,12
24,ŚLĄSKIE,LEOKADIA,KOBIETA,12
24,ŚLĄSKIE,MALWINA,KOBIETA,12
24,ŚLĄSKIE,ŻANETA,KOBIETA,12
24,ŚLĄSKIE,GLORIA,KOBIETA,11
24,ŚLĄSKIE,INGA,KOBIETA,11
24,ŚLĄSKIE,OTYLIA,KOBIETA,11
24,ŚLĄSKIE,ADELAJDA,KOBIETA,10
24,ŚLĄSKIE,BIANKA,KOBIETA,10
24,ŚLĄSKIE,BRYGIDA,KOBIETA,10
24,ŚLĄSKIE,IDA,KOBIETA,10
24,ŚLĄSKIE,KALINA,KOBIETA,10
24,ŚLĄSKIE,KAZIMIERA,KOBIETA,10
24,ŚLĄSKIE,ADELA,KOBIETA,9
24,ŚLĄSKIE,ANITA,KOBIETA,9
24,ŚLĄSKIE,BRONISŁAWA,KOBIETA,9
24,ŚLĄSKIE,MIROSŁAWA,KOBIETA,9
24,ŚLĄSKIE,ZOJA,KOBIETA,9
24,ŚLĄSKIE,BOGUMIŁA,KOBIETA,8
24,ŚLĄSKIE,ELENA,KOBIETA,8
24,ŚLĄSKIE,EMMA,KOBIETA,8
24,ŚLĄSKIE,JULIANNA,KOBIETA,8
24,ŚLĄSKIE,NADZIEJA,KOBIETA,8
24,ŚLĄSKIE,NICOLA,KOBIETA,8
24,ŚLĄSKIE,VICTORIA,KOBIETA,8
24,ŚLĄSKIE,WŁADYSŁAWA,KOBIETA,8
24,ŚLĄSKIE,FLORENTYNA,KOBIETA,7
24,ŚLĄSKIE,HENRYKA,KOBIETA,7
24,ŚLĄSKIE,KLEMENTYNA,KOBIETA,7
24,ŚLĄSKIE,NOEMI,KOBIETA,7
24,ŚLĄSKIE,ROSE,KOBIETA,7
24,ŚLĄSKIE,TAMARA,KOBIETA,7
24,ŚLĄSKIE,VIOLETTA,KOBIETA,7
24,ŚLĄSKIE,WALERIA,KOBIETA,7
24,ŚLĄSKIE,AMANDA,KOBIETA,6
24,ŚLĄSKIE,CZESŁAWA,KOBIETA,6
24,ŚLĄSKIE,DANIELA,KOBIETA,6
24,ŚLĄSKIE,FELICJA,KOBIETA,6
24,ŚLĄSKIE,KONSTANCJA,KOBIETA,6
24,ŚLĄSKIE,MARIKA,KOBIETA,6
24,ŚLĄSKIE,PAULA,KOBIETA,6
24,ŚLĄSKIE,VANESSA,KOBIETA,6
24,ŚLĄSKIE,WIOLETA,KOBIETA,6
24,ŚLĄSKIE,BOGUSŁAWA,KOBIETA,5
24,ŚLĄSKIE,ELEONORA,KOBIETA,5
24,ŚLĄSKIE,EUGENIA,KOBIETA,5
24,ŚLĄSKIE,GENOWEFA,KOBIETA,5
24,ŚLĄSKIE,INKA,KOBIETA,5
24,ŚLĄSKIE,LUNA,KOBIETA,5
24,ŚLĄSKIE,MELANIA,KOBIETA,5
24,ŚLĄSKIE,ARLETA,KOBIETA,4
24,ŚLĄSKIE,AURORA,KOBIETA,4
24,ŚLĄSKIE,BALBINA,KOBIETA,4
24,ŚLĄSKIE,BERNADETTA,KOBIETA,4
24,ŚLĄSKIE,CELINA,KOBIETA,4
24,ŚLĄSKIE,GERTRUDA,KOBIETA,4
24,ŚLĄSKIE,HIACYNTA,KOBIETA,4
24,ŚLĄSKIE,IZABELLA,KOBIETA,4
24,ŚLĄSKIE,JAGNA,KOBIETA,4
24,ŚLĄSKIE,JULITA,KOBIETA,4
24,ŚLĄSKIE,LARA,KOBIETA,4
24,ŚLĄSKIE,LILIA,KOBIETA,4
24,ŚLĄSKIE,OLIMPIA,KOBIETA,4
24,ŚLĄSKIE,OLIVIA,KOBIETA,4
24,ŚLĄSKIE,PELAGIA,KOBIETA,4
24,ŚLĄSKIE,SAMANTA,KOBIETA,4
24,ŚLĄSKIE,STELLA,KOBIETA,4
24,ŚLĄSKIE,WALENTYNA,KOBIETA,4
24,ŚLĄSKIE,WIRGINIA,KOBIETA,4
24,ŚLĄSKIE,ZYTA,KOBIETA,4
24,ŚLĄSKIE,ADA,KOBIETA,3
24,ŚLĄSKIE,ANASTASIA,KOBIETA,3
24,ŚLĄSKIE,ANDŻELIKA,KOBIETA,3
24,ŚLĄSKIE,DOBRAWA,KOBIETA,3
24,ŚLĄSKIE,ELIZABETH,KOBIETA,3
24,ŚLĄSKIE,ELWIRA,KOBIETA,3
24,ŚLĄSKIE,FRIDA,KOBIETA,3
24,ŚLĄSKIE,HONORATA,KOBIETA,3
24,ŚLĄSKIE,HOPE,KOBIETA,3
24,ŚLĄSKIE,INEZ,KOBIETA,3
24,ŚLĄSKIE,JOWITA,KOBIETA,3
24,ŚLĄSKIE,KSENIA,KOBIETA,3
24,ŚLĄSKIE,MALINA,KOBIETA,3
24,ŚLĄSKIE,MARIE,KOBIETA,3
24,ŚLĄSKIE,MILA,KOBIETA,3
24,ŚLĄSKIE,NAOMI,KOBIETA,3
24,ŚLĄSKIE,NATASZA,KOBIETA,3
24,ŚLĄSKIE,NICOLE,KOBIETA,3
24,ŚLĄSKIE,OKTAWIA,KOBIETA,3
24,ŚLĄSKIE,RACHELA,KOBIETA,3
24,ŚLĄSKIE,ROMA,KOBIETA,3
24,ŚLĄSKIE,TATIANA,KOBIETA,3
24,ŚLĄSKIE,WANESSA,KOBIETA,3
24,ŚLĄSKIE,ADRIANA,KOBIETA,2
24,ŚLĄSKIE,ALDONA,KOBIETA,2
24,ŚLĄSKIE,ANGELA,KOBIETA,2
24,ŚLĄSKIE,ANGELINA,KOBIETA,2
24,ŚLĄSKIE,ANIKA,KOBIETA,2
24,ŚLĄSKIE,CLAUDIA,KOBIETA,2
24,ŚLĄSKIE,CORNELIA,KOBIETA,2
24,ŚLĄSKIE,DAJANA,KOBIETA,2
24,ŚLĄSKIE,DALIA,KOBIETA,2
24,ŚLĄSKIE,DOBROMIŁA,KOBIETA,2
24,ŚLĄSKIE,ELFRYDA,KOBIETA,2
24,ŚLĄSKIE,ERYKA,KOBIETA,2
24,ŚLĄSKIE,EVA,KOBIETA,2
24,ŚLĄSKIE,FABIOLA,KOBIETA,2
24,ŚLĄSKIE,FILOMENA,KOBIETA,2
24,ŚLĄSKIE,GIZELA,KOBIETA,2
24,ŚLĄSKIE,HALSZKA,KOBIETA,2
24,ŚLĄSKIE,HANIA,KOBIETA,2
24,ŚLĄSKIE,INES,KOBIETA,2
24,ŚLĄSKIE,IZA,KOBIETA,2
24,ŚLĄSKIE,JESSICA,KOBIETA,2
24,ŚLĄSKIE,KIRA,KOBIETA,2
24,ŚLĄSKIE,KLAUDYNA,KOBIETA,2
24,ŚLĄSKIE,KONSTANTYNA,KOBIETA,2
24,ŚLĄSKIE,LILA,KOBIETA,2
24,ŚLĄSKIE,MARIETTA,KOBIETA,2
24,ŚLĄSKIE,MARIJA,KOBIETA,2
24,ŚLĄSKIE,MAYA,KOBIETA,2
24,ŚLĄSKIE,MERCEDES,KOBIETA,2
24,ŚLĄSKIE,MICHAELA,KOBIETA,2
24,ŚLĄSKIE,MICHELLE,KOBIETA,2
24,ŚLĄSKIE,MIŁOSŁAWA,KOBIETA,2
24,ŚLĄSKIE,MIRELLA,KOBIETA,2
24,ŚLĄSKIE,NEL,KOBIETA,2
24,ŚLĄSKIE,NICOL,KOBIETA,2
24,ŚLĄSKIE,RACHEL,KOBIETA,2
24,ŚLĄSKIE,REBEKA,KOBIETA,2
24,ŚLĄSKIE,RUTA,KOBIETA,2
24,ŚLĄSKIE,SALOMEA,KOBIETA,2
24,ŚLĄSKIE,SERAFINA,KOBIETA,2
24,ŚLĄSKIE,SOFIA,KOBIETA,2
24,ŚLĄSKIE,VALENTINA,KOBIETA,2
24,ŚLĄSKIE,VIKTORIA,KOBIETA,2
24,ŚLĄSKIE,ZOSIA,KOBIETA,2
24,ŚLĄSKIE,ZOYA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,MARIA,KOBIETA,168
26,ŚWIĘTOKRZYSKIE,ANNA,KOBIETA,123
26,ŚWIĘTOKRZYSKIE,ZOFIA,KOBIETA,53
26,ŚWIĘTOKRZYSKIE,MAGDALENA,KOBIETA,48
26,ŚWIĘTOKRZYSKIE,JULIA,KOBIETA,46
26,ŚWIĘTOKRZYSKIE,KATARZYNA,KOBIETA,45
26,ŚWIĘTOKRZYSKIE,WIKTORIA,KOBIETA,44
26,ŚWIĘTOKRZYSKIE,ALICJA,KOBIETA,42
26,ŚWIĘTOKRZYSKIE,ŁUCJA,KOBIETA,41
26,ŚWIĘTOKRZYSKIE,ALEKSANDRA,KOBIETA,38
26,ŚWIĘTOKRZYSKIE,MAJA,KOBIETA,38
26,ŚWIĘTOKRZYSKIE,EWA,KOBIETA,31
26,ŚWIĘTOKRZYSKIE,HELENA,KOBIETA,30
26,ŚWIĘTOKRZYSKIE,MAŁGORZATA,KOBIETA,30
26,ŚWIĘTOKRZYSKIE,NATALIA,KOBIETA,24
26,ŚWIĘTOKRZYSKIE,ZUZANNA,KOBIETA,24
26,ŚWIĘTOKRZYSKIE,LAURA,KOBIETA,23
26,ŚWIĘTOKRZYSKIE,OLIWIA,KOBIETA,23
26,ŚWIĘTOKRZYSKIE,BARBARA,KOBIETA,21
26,ŚWIĘTOKRZYSKIE,WERONIKA,KOBIETA,20
26,ŚWIĘTOKRZYSKIE,PAULINA,KOBIETA,19
26,ŚWIĘTOKRZYSKIE,AGNIESZKA,KOBIETA,18
26,ŚWIĘTOKRZYSKIE,ANTONINA,KOBIETA,18
26,ŚWIĘTOKRZYSKIE,JOANNA,KOBIETA,18
26,ŚWIĘTOKRZYSKIE,LENA,KOBIETA,18
26,ŚWIĘTOKRZYSKIE,AMELIA,KOBIETA,17
26,ŚWIĘTOKRZYSKIE,KAROLINA,KOBIETA,17
26,ŚWIĘTOKRZYSKIE,MARTA,KOBIETA,17
26,ŚWIĘTOKRZYSKIE,EMILIA,KOBIETA,16
26,ŚWIĘTOKRZYSKIE,MARCELINA,KOBIETA,16
26,ŚWIĘTOKRZYSKIE,MARIANNA,KOBIETA,16
26,ŚWIĘTOKRZYSKIE,IZABELA,KOBIETA,15
26,ŚWIĘTOKRZYSKIE,ANASTAZJA,KOBIETA,14
26,ŚWIĘTOKRZYSKIE,JAGODA,KOBIETA,14
26,ŚWIĘTOKRZYSKIE,ELŻBIETA,KOBIETA,13
26,ŚWIĘTOKRZYSKIE,LILIANA,KOBIETA,13
26,ŚWIĘTOKRZYSKIE,MONIKA,KOBIETA,13
26,ŚWIĘTOKRZYSKIE,SARA,KOBIETA,13
26,ŚWIĘTOKRZYSKIE,TERESA,KOBIETA,13
26,ŚWIĘTOKRZYSKIE,ANIELA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,HANNA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,KLARA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,MICHALINA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,POLA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,RITA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,URSZULA,KOBIETA,11
26,ŚWIĘTOKRZYSKIE,GABRIELA,KOBIETA,10
26,ŚWIĘTOKRZYSKIE,JOLANTA,KOBIETA,10
26,ŚWIĘTOKRZYSKIE,KRYSTYNA,KOBIETA,10
26,ŚWIĘTOKRZYSKIE,RÓŻA,KOBIETA,10
26,ŚWIĘTOKRZYSKIE,EWELINA,KOBIETA,9
26,ŚWIĘTOKRZYSKIE,FAUSTYNA,KOBIETA,9
26,ŚWIĘTOKRZYSKIE,IGA,KOBIETA,9
26,ŚWIĘTOKRZYSKIE,IRENA,KOBIETA,9
26,ŚWIĘTOKRZYSKIE,KAMILA,KOBIETA,9
26,ŚWIĘTOKRZYSKIE,NADIA,KOBIETA,9
26,ŚWIĘTOKRZYSKIE,DOMINIKA,KOBIETA,8
26,ŚWIĘTOKRZYSKIE,PATRYCJA,KOBIETA,8
26,ŚWIĘTOKRZYSKIE,ADRIANNA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,BOŻENA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,DARIA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,DOROTA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,EDYTA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,IWONA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,JANINA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,KINGA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,KLAUDIA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,LIDIA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,MILENA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,AGATA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,DANUTA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,ILONA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,JADWIGA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,SYLWIA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,AURELIA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,JUSTYNA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,KORNELIA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,MARTYNA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,NELA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,NIKOLA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,WANDA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,HALINA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,JÓZEFA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,KAJA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,LEOKADIA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,LILIANNA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,LIWIA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,MARZENA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,MIA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,BLANKA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,CECYLIA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,GRAŻYNA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,LEA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,LUIZA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,MARIE,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,NADZIEJA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,ROKSANA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,ROZALIA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,SABINA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,STEFANIA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,ADA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ADELA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ALINA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,AMANDA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ANGELIKA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ANITA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,BEATA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ELENA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,FRANCISZKA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,GAJA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,JUDYTA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,KALINA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,KONSTANCJA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,LILIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,LUCYNA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,MALWINA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,MARIKA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,NINA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,OTYLIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,RENATA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,SANDRA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,STANISŁAWA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,WALERIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,WIESŁAWA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,WIOLETTA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MARIA,KOBIETA,81
28,WARMIŃSKO-MAZURSKIE,ANNA,KOBIETA,57
28,WARMIŃSKO-MAZURSKIE,ZOFIA,KOBIETA,35
28,WARMIŃSKO-MAZURSKIE,EWA,KOBIETA,25
28,WARMIŃSKO-MAZURSKIE,HELENA,KOBIETA,24
28,WARMIŃSKO-MAZURSKIE,MAŁGORZATA,KOBIETA,22
28,WARMIŃSKO-MAZURSKIE,ALICJA,KOBIETA,21
28,WARMIŃSKO-MAZURSKIE,BARBARA,KOBIETA,21
28,WARMIŃSKO-MAZURSKIE,MAGDALENA,KOBIETA,17
28,WARMIŃSKO-MAZURSKIE,ŁUCJA,KOBIETA,16
28,WARMIŃSKO-MAZURSKIE,WIKTORIA,KOBIETA,15
28,WARMIŃSKO-MAZURSKIE,JULIA,KOBIETA,14
28,WARMIŃSKO-MAZURSKIE,KATARZYNA,KOBIETA,14
28,WARMIŃSKO-MAZURSKIE,HANNA,KOBIETA,13
28,WARMIŃSKO-MAZURSKIE,JANINA,KOBIETA,13
28,WARMIŃSKO-MAZURSKIE,LAURA,KOBIETA,13
28,WARMIŃSKO-MAZURSKIE,MAJA,KOBIETA,13
28,WARMIŃSKO-MAZURSKIE,ALEKSANDRA,KOBIETA,12
28,WARMIŃSKO-MAZURSKIE,ANTONINA,KOBIETA,12
28,WARMIŃSKO-MAZURSKIE,JADWIGA,KOBIETA,12
28,WARMIŃSKO-MAZURSKIE,AGNIESZKA,KOBIETA,11
28,WARMIŃSKO-MAZURSKIE,KRYSTYNA,KOBIETA,11
28,WARMIŃSKO-MAZURSKIE,WERONIKA,KOBIETA,11
28,WARMIŃSKO-MAZURSKIE,ANASTAZJA,KOBIETA,10
28,WARMIŃSKO-MAZURSKIE,DANUTA,KOBIETA,10
28,WARMIŃSKO-MAZURSKIE,IRENA,KOBIETA,10
28,WARMIŃSKO-MAZURSKIE,TERESA,KOBIETA,10
28,WARMIŃSKO-MAZURSKIE,ZUZANNA,KOBIETA,10
28,WARMIŃSKO-MAZURSKIE,BOŻENA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,DOROTA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,ELŻBIETA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,NATALIA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,OLIWIA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,RÓŻA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,GABRIELA,KOBIETA,8
28,WARMIŃSKO-MAZURSKIE,AMELIA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,ANIELA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,JAGODA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,JOANNA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,KLARA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,MARTA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,PAULINA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,AGATA,KOBIETA,6
28,WARMIŃSKO-MAZURSKIE,EMILIA,KOBIETA,6
28,WARMIŃSKO-MAZURSKIE,LILIANA,KOBIETA,6
28,WARMIŃSKO-MAZURSKIE,MARCELINA,KOBIETA,6
28,WARMIŃSKO-MAZURSKIE,MARIANNA,KOBIETA,6
28,WARMIŃSKO-MAZURSKIE,MIA,KOBIETA,6
28,WARMIŃSKO-MAZURSKIE,IWONA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,JOLANTA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,LENA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,MICHALINA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,RITA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,SARA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,WANDA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,BEATA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,DANIELA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,FRANCISZKA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,IGA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,IZABELA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,KAMILA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,KINGA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,LILIANNA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,LIWIA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,MONIKA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,URSZULA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,WIESŁAWA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,WIOLETTA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,ADELA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,ALINA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,BLANKA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,DIANA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,ELIZA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,GAJA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,HALINA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,KAROLINA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,KORNELIA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,LEOKADIA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,LIDIA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,MARIOLA,KOBIETA,3
